 ID 	 ID_Query 	 Query 	 Position 	 URL 	 Main 	 Title 	 IP 	 Timestamp 	 SEO_Class 	 HTML 	 Screenshot 	 SEO_Timestamp 	 ads 	 canonical 	 company 	 description 	 external 	 h1 	 https 	 internal 	 keyword_density 	 keywords_in_source 	 keywords_in_url 	 loading_time 	 micros 	 news 	 nofollow 	 not_optimized 	 og 	 robots_txt 	 search_engine_services 	 seo_customers 	 shops 	 sitemap 	 title 	 tools ads 	 tools analytics 	 tools caching 	 tools content 	 tools seo 	 tools social 	 url_length 	 viewport 	 wordpress 
11	2	 fusk i klimatdebatten 	1	 https://www.svt.se/nyheter/inrikes/dyr-bensin-och-el-skapar-nytt-lage-i-klimatdebatten 	 https://www.svt.se/ 	 Dyr bensin och el skapar nytt läge i klimatdebatten 	 92.122.78.97 	 2023-03-06 18:37:09.485751 	 probably_optimized 	 2_1.html 	 2_1.png 	 2023-03-06 19:03:30.161702 	 0 	 1 	 0 	 1 	 23 	 5 	 1 	 50 	 32.0 	 251 	 2 	 0.815 	 0 	 0 	 3 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 74 	 1 	 0 
12	2	 fusk i klimatdebatten 	2	 https://www.svd.se/a/K37MpX/med-sadana-vanner-behover-klimatfragan-inga-fiender 	 https://www.svd.se/ 	 Klimatdebatten har blivit känslostyrd och fördömande | Fredrik Sjöberg ... 	 146.75.118.132 	 2023-03-06 18:37:09.486251 	 probably_optimized 	 2_2.html 	 2_2.png 	 2023-03-06 19:04:58.425254 	 0 	 1 	 0 	 1 	 30 	 2 	 1 	 76 	 32.0 	 320 	 1 	 0.471 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 67 	 1 	 0 
13	2	 fusk i klimatdebatten 	3	 https://www.gp.se/debatt/klimatdebatten-har-st%C3%A4llt-vetenskapen-%C3%A5t-sidan-1.17445508 	 https://www.gp.se/ 	 Klimatdebatten har ställt vetenskapen åt sidan | GP 	 104.17.10.41 	 2023-03-06 18:37:09.572759 	 probably_optimized 	 2_3.html 	 2_3.png 	 2023-03-06 19:06:26.468271 	 0 	 1 	 0 	 1 	 79 	 2 	 1 	 181 	 28.0 	 569 	 2 	 9.174 	 0 	 0 	 4 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 80 	 1 	 0 
14	2	 fusk i klimatdebatten 	4	 https://www.aftonbladet.se/nyheter/kolumnister/a/P35ydR/fuskande-forskare-forstor-framtiden 	 https://www.aftonbladet.se/ 	 Elisabeth Höglund om klimatdebatten: Fuskande forskare förstör framtiden 	 18.155.145.50 	 2023-03-06 18:37:09.593259 	 probably_optimized 	 2_4.html 	 2_4.png 	 2023-03-06 19:08:10.395068 	 0 	 1 	 0 	 1 	 40 	 1 	 1 	 324 	 33.0 	 670 	 2 	 0.755 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 79 	 1 	 0 
15	2	 fusk i klimatdebatten 	5	 https://newsvoice.se/2019/04/klimatfornekare-konspiratorisk-klimatdebatt/ 	 https://newsvoice.se/ 	 Sternlycke om klimatförnekare - Konspiratorisk klimatdebatt gynnar bara ... 	 188.114.97.4 	 2023-03-06 18:37:09.660768 	 probably_optimized 	 2_5.html 	 2_5.png 	 2023-03-06 19:09:36.947977 	 0 	 1 	 0 	 1 	 47 	 1 	 1 	 175 	 33.0 	 773 	 1 	 1.236 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 65 	 1 	 1 
16	2	 fusk i klimatdebatten 	6	 https://www.expressen.se/nyheter/qs/klimat/akesson-det-ar-obehagligt-med-alarmism-i-debatten/ 	 https://www.expressen.se/ 	 Jimmie Åkesson: Klimatdebatten handlar om att vi ska få panik - Expressen 	 23.206.209.102 	 2023-03-06 18:37:09.698772 	 most_probably_optimized 	 2_6.html 	 2_6.png 	 2023-03-06 19:11:37.908424 	 0 	 1 	 0 	 1 	 49 	 2 	 1 	 296 	 31.0 	 1154 	 1 	 3.111 	 0 	 expressen.se 	 3 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 Google Ads 	 Google Tag Manager 	 0 	 0 	 0 	 0 	 81 	 1 	 0 
17	2	 fusk i klimatdebatten 	7	 https://www.nyatider.nu/klimatdebatten/ 	 https://www.nyatider.nu/ 	 Klimatdebatten - NyaTider.se 	 35.228.201.97 	 2023-03-06 18:37:09.709773 	 probably_optimized 	 2_7.html 	 2_7.png 	 2023-03-06 19:13:56.086422 	 0 	 1 	 0 	 1 	 31 	 1 	 1 	 241 	 30.0 	 709 	 2 	 7.491 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 27 	 1 	 0 
18	2	 fusk i klimatdebatten 	8	 https://ekuriren.se/asikter/fusk-i-klimatdebatten/ 	 https://ekuriren.se/ 	 Fusk i klimatdebatten - Ekuriren 	 192.176.234.88 	 2023-03-06 18:37:09.752275 	 probably_optimized 	 2_8.html 	 2_8.png 	 2023-03-06 19:15:51.417152 	 0 	 0 	 0 	 1 	 11 	 0 	 1 	 23 	 27.0 	 159 	 3 	 1.54 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 42 	 1 	 0 
19	2	 fusk i klimatdebatten 	9	 https://www.aftonbladet.se/nyheter/kolumnister/a/RRnmoa/det-ar-nagot-som-inte-stammer-i-klimatdebatten 	 https://www.aftonbladet.se/ 	 Det är något som inte stämmer i klimatdebatten - Aftonbladet 	 18.155.145.50 	 2023-03-06 18:37:09.835399 	 probably_optimized 	 2_9.html 	 2_9.png 	 2023-03-06 19:17:09.241292 	 0 	 1 	 0 	 1 	 43 	 1 	 1 	 335 	 35.0 	 711 	 2 	 0.874 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 90 	 1 	 0 
20	2	 fusk i klimatdebatten 	10	 https://www.svt.se/nyheter/svtforum/klimatdebatten 	 https://www.svt.se/ 	 Klimatdebatt i riksdagen | SVT Nyheter 	 92.122.78.97 	 2023-03-06 18:37:09.835899 	 probably_optimized 	 2_10.html 	 2_10.png 	 2023-03-06 19:18:35.294272 	 0 	 1 	 0 	 1 	 24 	 6 	 1 	 40 	 28.0 	 197 	 2 	 2.008 	 0 	 0 	 3 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 38 	 1 	 0 
21	3	 röda tråd nwo 	1	 https://teknikcollege.se/den-roda-tekniktraden 	 https://teknikcollege.se/ 	 Den Röda Tekniktråden | Teknikcollege 	 139.162.149.214 	 2023-03-06 18:37:18.202401 	 probably_not_optimized 	 3_1.html 	 3_1.png 	 2023-03-06 19:19:58.589881 	 0 	 1 	 0 	 0 	 5 	 1 	 1 	 103 	 6.0 	 18 	 0 	 0.446 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 38 	 1 	 0 
22	3	 röda tråd nwo 	2	 https://sv.wikipedia.org/wiki/R%C3%B6d_tr%C3%A5d 	 https://sv.wikipedia.org/ 	 Röd tråd - Wikipedia 	 91.198.174.192 	 2023-03-06 18:37:18.261870 	 probably_optimized 	 3_2.html 	 3_2.png 	 2023-03-06 19:21:00.983299 	 0 	 1 	 0 	 0 	 13 	 0 	 1 	 88 	 6.0 	 21 	 0 	 0.278 	 0 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 40 	 1 	 0 
23	3	 röda tråd nwo 	3	 http://www.webbkryss.nu/forum.aspx?catid=32 	 http://www.webbkryss.nu/ 	 Webbkryss.nu - forum 	 194.88.233.187 	 2023-03-06 18:37:18.262369 	 probably_not_optimized 	 3_3.html 	 3_3.png 	 2023-03-06 19:22:08.860291 	 0 	 0 	 0 	 0 	 3 	 0 	 0 	 33 	 5.0 	 28 	 0 	 2.855 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 32 	 0 	 0 
24	3	 röda tråd nwo 	4	 https://kodboken.se/start/for-pedagoger-och-vuxna/analoga-ovningar/en-rod-trad 	 https://kodboken.se/ 	 En röd tråd | Lek fram handlingen till en saga | Kodboken 	 76.76.21.21 	 2023-03-06 18:37:18.271875 	 probably_optimized 	 3_4.html 	 3_4.png 	 2023-03-06 19:23:20.595945 	 0 	 0 	 0 	 1 	 5 	 1 	 1 	 16 	 2.0 	 34 	 0 	 0.587 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 70 	 1 	 0 
25	3	 röda tråd nwo 	5	 https://klimatsans.com/2018/09/01/klimathotets-roda-trad-till-nwo-planekonomi/ 	 https://klimatsans.com/ 	 Klimathotets röda tråd till NWO, planekonomi | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:18.364891 	 probably_optimized 	 3_5.html 	 3_5.png 	 2023-03-06 19:24:52.450498 	 0 	 1 	 0 	 1 	 16 	 3 	 1 	 178 	 1.0 	 36 	 1 	 2.694 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 70 	 1 	 1 
26	3	 röda tråd nwo 	6	 https://sprakkonsulterna.se/styckeindelning-framhaver-textens-roda-trad/ 	 https://sprakkonsulterna.se/ 	 Styckeindelning framhäver textens röda tråd | Språkkonsulterna 	 185.189.49.216 	 2023-03-06 18:37:18.365390 	 probably_optimized 	 3_6.html 	 3_6.png 	 2023-03-06 19:26:27.720778 	 0 	 0 	 0 	 1 	 9 	 1 	 1 	 42 	 1.0 	 16 	 0 	 0.543 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 64 	 1 	 0 
27	3	 röda tråd nwo 	7	 https://www.studentlitteratur.se/kurslitteratur/socialt-arbete-och-social-omsorg/familj-barn-och-ungdom/den-roda-traden-i-social-barnavard/ 	 https://www.studentlitteratur.se/ 	 Den röda tråden i social barnavård - 9789144088525 	 104.18.6.37 	 2023-03-06 18:37:18.496770 	 probably_optimized 	 3_7.html 	 3_7.png 	 2023-03-06 19:27:52.595800 	 0 	 1 	 0 	 1 	 8 	 1 	 1 	 167 	 1.0 	 28 	 0 	 3.913 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 127 	 1 	 0 
28	3	 röda tråd nwo 	8	 https://www.synonymer.se/sv-syn/r%C3%B6d-tr%C3%A5d 	 https://www.synonymer.se/ 	 Synonymer till röd tråd - Synonymer.se 	 104.22.76.205 	 2023-03-06 18:37:18.600096 	 probably_optimized 	 3_8.html 	 3_8.png 	 2023-03-06 19:29:02.863621 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 61 	 4.0 	 43 	 0 	 0.692 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 38 	 1 	 0 
29	3	 röda tråd nwo 	9	 https://www.synonymer.se/sv-syn/tr%C3%A5d 	 https://www.synonymer.se/ 	 Synonymer till tråd - Synonymer.se 	 104.22.76.205 	 2023-03-06 18:37:18.639002 	 probably_optimized 	 3_9.html 	 3_9.png 	 2023-03-06 19:30:13.968124 	 0 	 0 	 0 	 1 	 0 	 0 	 1 	 195 	 14.0 	 359 	 0 	 0.647 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 29 	 1 	 0 
30	3	 röda tråd nwo 	10	 https://rt.lu.umu.se/ 	 https://rt.lu.umu.se/ 	 Röda Tråden - Hem 	 130.239.162.3 	 2023-03-06 18:37:18.640501 	 probably_optimized 	 3_10.html 	 3_10.png 	 2023-03-06 19:31:28.342644 	 0 	 0 	 0 	 0 	 0 	 2 	 1 	 92 	 2.0 	 8 	 0 	 0.892 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 13 	 1 	 0 
31	4	 koldioxidens verkan på klimatet 	1	 https://www.wwf.se/klimat/mansklig-paverkan/ 	 https://www.wwf.se/ 	 Människans påverkan på klimatet - Världsnaturfonden WWF 	 172.105.89.75 	 2023-03-06 18:37:27.163692 	 probably_optimized 	 4_1.html 	 4_1.png 	 2023-03-06 19:32:45.526972 	 0 	 1 	 0 	 1 	 29 	 1 	 1 	 322 	 2.0 	 77 	 1 	 1.606 	 0 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 32 	 1 	 0 
32	4	 koldioxidens verkan på klimatet 	2	 https://klimatsans.com/2017/03/20/koldioxidens-verkan-pa-klimatet/ 	 https://klimatsans.com/ 	 Koldioxidens verkan på klimatet | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:27.164693 	 probably_optimized 	 4_2.html 	 4_2.png 	 2023-03-06 19:34:34.696053 	 0 	 1 	 0 	 1 	 14 	 3 	 1 	 184 	 4.0 	 159 	 3 	 2.867 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 58 	 1 	 1 
33	4	 koldioxidens verkan på klimatet 	3	 https://klimatupplysningen.se/senaste-forskningsronen-koldioxidens-paverkan-pa-klimatet-ar-starkt-overdriven/ 	 https://klimatupplysningen.se/ 	 Senaste forskningsrönen: koldioxidens påverkan på klimatet är starkt ... 	 93.188.2.54 	 2023-03-06 18:37:27.165193 	 probably_optimized 	 4_3.html 	 4_3.png 	 2023-03-06 19:36:27.962703 	 0 	 1 	 0 	 1 	 32 	 1 	 1 	 153 	 2.0 	 134 	 3 	 2.52 	 0 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 101 	 1 	 1 
34	4	 koldioxidens verkan på klimatet 	4	 https://proletaren.se/artikel/sa-vaxte-kunskapen-om-klimatforandringarna-fram 	 https://proletaren.se/ 	 Ändra systemet - inte klimatet: Så växte kunskapen om ... 	 185.84.28.15 	 2023-03-06 18:37:27.228699 	 probably_optimized 	 4_4.html 	 4_4.png 	 2023-03-06 19:38:40.950565 	 0 	 1 	 0 	 1 	 5 	 7 	 1 	 52 	 3.0 	 70 	 0 	 1.567 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 69 	 1 	 0 
35	4	 koldioxidens verkan på klimatet 	5	 https://klimatsans.com/2020/02/02/bevis-for-koldioxidens-helt-valgorande-verkan/ 	 https://klimatsans.com/ 	 Bevis för koldioxidens helt välgörande verkan | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:27.331712 	 probably_optimized 	 4_5.html 	 4_5.png 	 2023-03-06 19:40:11.279183 	 0 	 1 	 0 	 1 	 17 	 3 	 1 	 183 	 3.0 	 89 	 2 	 3.324 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 72 	 1 	 1 
36	4	 koldioxidens verkan på klimatet 	6	 https://klimatsans.com/2018/03/23/koldioxid-livets-gas/ 	 https://klimatsans.com/ 	 Koldioxid - livets gas | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:27.332713 	 probably_optimized 	 4_6.html 	 4_6.png 	 2023-03-06 19:41:42.809531 	 0 	 1 	 0 	 1 	 18 	 3 	 1 	 179 	 3.0 	 73 	 0 	 2.618 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 47 	 1 	 1 
37	4	 koldioxidens verkan på klimatet 	7	 https://klimatupplysningen.se/ny-forskning-ifragasatter-om-koldioxid-paverkar-temperaturen/ 	 https://klimatupplysningen.se/ 	 Ny forskning ifrågasätter om koldioxid påverkar temperaturen 	 93.188.2.54 	 2023-03-06 18:37:27.332713 	 probably_optimized 	 4_7.html 	 4_7.png 	 2023-03-06 19:43:06.538983 	 0 	 1 	 0 	 1 	 24 	 1 	 1 	 136 	 2.0 	 81 	 0 	 2.655 	 0 	 0 	 2 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 83 	 1 	 1 
38	4	 koldioxidens verkan på klimatet 	8	 https://klimatsans.com/2018/09/13/koldioxidens-icke-verkan/ 	 https://klimatsans.com/ 	 Koldioxidens icke-verkan | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:27.333213 	 probably_optimized 	 4_8.html 	 4_8.png 	 2023-03-06 19:45:10.748257 	 0 	 1 	 0 	 1 	 15 	 3 	 1 	 200 	 4.0 	 181 	 2 	 2.537 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 51 	 1 	 1 
39	4	 koldioxidens verkan på klimatet 	9	 https://www.hornbach.se/projekt/luftrenande-vaxter/ 	 https://klimathotet.com/ 	 8. Vilken roll har koldioxid haft genom jordens historia? 	 192.0.78.25 	 2023-03-06 18:37:27.333713 	 probably_optimized 	 4_9.html 	 4_9.png 	 2023-03-06 19:46:55.301095 	 0 	 1 	 0 	 1 	 15 	 2 	 1 	 23 	 2.0 	 45 	 0 	 1.394 	 0 	 0 	 1 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 46 	 1 	 1 
40	4	 koldioxidens verkan på klimatet 	10	 https://hotpot.se/politik/koldioxidens-inverkan-pa-klimatet-sista-spiken-i-kistan/ 	 https://hotpot.se/ 	 Koldioxidens inverkan på klimatet - sista spiken i kistan 	 93.191.156.117 	 2023-03-06 18:37:27.363715 	 probably_optimized 	 4_10.html 	 4_10.png 	 2023-03-06 19:48:40.360001 	 0 	 1 	 0 	 1 	 37 	 2 	 1 	 212 	 2.0 	 244 	 3 	 2.25 	 0 	 0 	 2 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 74 	 1 	 1 
41	5	 vindstilla europa 	1	 https://klimatsans.com/energifakta/ 	 https://klimatsans.com/ 	 Energifakta | Klimatsans 	 50.87.253.110 	 2023-03-06 18:37:35.845317 	 probably_optimized 	 5_1.html 	 5_1.png 	 2023-03-06 19:53:43.070147 	 0 	 1 	 0 	 1 	 10 	 2 	 1 	 287 	 1.0 	 39 	 0 	 1.92 	 0 	 0 	 7 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 27 	 1 	 1 
42	5	 vindstilla europa 	2	 https://klimatsans.com/2015/07/02/vindstilla-i-hela-europa/ 	 https://klimatsans.com/ 	 Vindstilla i hela Europa | KLIMATSANS 	 50.87.253.110 	 2023-03-06 18:37:35.845816 	 probably_optimized 	 5_2.html 	 5_2.png 	 2023-03-06 19:55:46.421204 	 0 	 1 	 0 	 1 	 15 	 3 	 1 	 179 	 1.0 	 55 	 2 	 2.236 	 0 	 0 	 14 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 51 	 1 	 1 
43	5	 vindstilla europa 	3	 https://www.ekonomifakta.se/Fakta/Energi/Energibalans-i-Sverige/elbrist/ 	 https://www.ekonomifakta.se/ 	 Elbrist - Ekonomifakta 	 217.114.93.12 	 2023-03-06 18:37:35.846317 	 probably_optimized 	 5_3.html 	 5_3.png 	 2023-03-06 19:57:02.225151 	 0 	 0 	 0 	 1 	 12 	 1 	 1 	 780 	 0.0 	 7 	 0 	 4.937 	 0 	 0 	 0 	 0 	 1 	 1 	 0 	 0 	 0 	 0 	 1 	 0 	 0 	 0 	 0 	 0 	 0 	 60 	 1 	 0 
